271975	4608136
218360	5057197
167779	5065554
127908	5301993
210216	4758460
208955	5155734
174558	5091259
154381	5140928
191836	5015056
149852	5122259
155609	5031479
205562	4965966
198932	4978716
156673	5078498
153469	4994485
202381	4941492
306261	4561401
272174	4722992
250958	4914905
188628	5093676
155693	5129779
162766	5213390
226111	4777761
194994	5140530
158125	5128949
170706	5097868
195672	5014241
129567	5128858
165361	5041776
214617	4930993
184996	4999426
148173	5102198
160634	4985980
213187	4920898
198654	4947244
188581	5041787
125389	5108962
666	12772
192850	4950280
168224	4908101
115059	5053370
173550	4869109
215721	4825561
162906	4942248
138652	4909662
149765	4929654
183707	4825130
214342	4818233
141595	4949528
136207	4947785
172387	4882922
170639	4844295
165659	4776959
186941	4943717
158013	4830857
181736	4822151
176469	4827374
145161	4847379
150387	4832689
148670	4901656
116801	4978407
176754	4889768
126358	4930712
179827	4950040
108318	4879489
161167	4895982
121586	4971927
133407	4863879
332549	4437189
621259	4456545
592831	4526457
625548	4508960
435744	4675781
127476	4869245
549914	4585453
344012	4737788
214772	4711272
198571	4815202
259005	4517831
163416	4865759
119739	605297
210794	4732876
216600	4777754
171507	4746800
152877	4918606
146151	4859487
190233	4777540
209671	4739035
88708	553469
152725	4887513
182914	4774060
216632	4690641
152190	4875045
154335	4908688
191637	4807179
196107	4801281
228367	4716785
134657	4883596
163342	4842857
193204	4816552
203419	4751588
185827	4771135
139133	4600617
187992	4879835
186861	4807661
198959	4764489
160639	4764748
145245	4835443
181699	4738591
195763	4802358
207199	4839445
170136	4831463
167764	4142963
