634621	20697994
189195	4706076
212767	4738764
147041	4850366
139603	4914182
196757	4580857
217962	4755310
177589	4872424
162410	4818656
141969	4898405
177197	4794970
184801	4821777
147730	4865781
171351	4826797
186177	4936900
178502	4839909
150605	4836094
169293	4770314
149733	4821448
171932	4779315
161632	4872825
155722	4870154
276977	4714771
202924	4712579
368545	4576001
405074	4427362
270343	4597456
161237	4777520
152907	4903079
203967	4696392
203558	4768284
163813	4780479
164766	4681740
158814	4866572
283705	4637116
278974	4567532
203393	4340178
201485	4513839
181717	4519485
192662	4751785
47807	896630
175948	4892413
193461	4436514
244704	4554583
86844	331922
1265	4731
195962	4641539
187550	4664105
631	7259
169036	4874306
256837	5109229
198013	5442934
122083	5813732
124293	4455067
197734	4407708
