240890	927955
229938	898983
244461	933906
239435	900818
245544	941865
255546	981726
255409	982934
235999	897316
245874	948159
245668	912327
242977	912559
254172	971973
245257	951627
236214	915149
248688	951766
250478	927702
244852	921466
240136	920627
249072	947907
249743	931651
239097	919243
245432	943157
234521	894497
234538	889732
255840	984815
230755	877555
242290	921428
245432	956323
229523	858769
235768	917315
239849	909414
219806	860800
237389	934161
236406	911116
246573	958989
243316	911717
245724	942076
245136	910188
242945	895173
228682	881536
246087	943682
236663	875556
231374	888932
242661	912615
230525	897070
254316	975460
238744	925997
226695	869413
241410	939747
237259	916746
221536	858665
251781	938154
240178	912549
228597	862834
251786	959120
234060	894298
238175	885928
253564	943745
249602	959894
239191	906036
233172	893549
255592	923817
245465	945377
237763	916499
233950	905904
234354	905123
229644	890426
239823	887043
242168	951513
236812	899439
231338	889503
252092	944495
235658	908850
222873	848406
241251	922334
237216	909719
232278	922118
250240	947499
249598	963665
224340	834647
239066	920157
231688	899094
240388	922332
244464	933164
231733	891672
249842	954574
204139	798929
249985	924561
239750	899374
220725	841198
232023	898290
227813	878693
226726	892744
242747	955055
248431	944805
230439	900266
249326	950908
245136	940300
236240	899397
245993	923193
238848	918004
241346	885417
229463	871720
227455	882085
223783	865969
256439	984415
236822	904708
224317	850920
232544	900926
240508	905217
229772	879453
242341	929531
225758	869088
243610	914630
237000	908282
242838	942432
237598	910652
231702	896590
240434	913930
237062	918854
211469	818699
213020	826436
221549	856504
206984	811660
243712	926544
