4651	4112128
2469	4172005
3353	4593446
3150	4142676
3680	4310158
3944	4203846
2682	4050447
3067	4123557
1894	4005537
1802	4510860
1997	4113352
2157	4249518
2623	4063208
2234	4671933
1654	4146434
3311	4312725
1726	4286850
2242	4353711
2092	4466543
1540	4276082
1675	4272993
2783	4158529
1168	3524211
4047	3765026
2745	4718962
1501	3801539
1879	4039618
2103	4517142
1902	4131911
2493	4002053
2598	4202337
1070	4687926
2084	3941893
2215	4105749
2164	4286106
2323	4733672
1476	4166191
1691	3957331
1910	4268270
1225	4513357
1290	3999153
1681	4118264
2745	4651727
2540	3040629
