0,8286,104968
1,8320,76512
2,8287,210845
3,8302,79365
4,8315,99545
5,8296,110573
6,8300,78282
7,8310,96483
8,8313,80014
9,8297,69997
10,8295,99415
11,8283,124034
12,8288,109978
13,8282,116530
14,8298,87186
15,8297,98071
16,8289,100407
17,8310,96747
18,8290,121101
19,8282,126074
20,8323,76556
21,8274,97588
22,8281,114071
23,8305,92897
24,8324,132643
25,8286,101403
26,8304,105787
27,8274,98837
28,8281,220025
29,8287,219062
30,8283,109512
31,8286,110639
32,8312,99507
33,8287,98475
34,8304,76398
35,8301,96818
36,8287,98004
37,8298,101708
38,8288,123176
39,8285,109114
40,8286,114258
41,8291,100028
42,8286,98443
43,8281,104879
44,8290,116720
45,8286,71063
46,8319,102363
47,8292,100267
48,8270,108941
49,8276,211105
50,8278,115736
51,8283,98855
52,8294,86249
53,8275,105829
54,8319,75361
55,8309,99677
56,8289,98263
57,8296,100264
58,8280,109771
59,8290,110153
60,8294,99560
61,8322,100897
62,8279,212098
63,8290,99720
64,8314,117229
65,8295,98723
66,8282,219376
67,8291,99415
68,8316,79147
69,8312,112042
70,8309,101280
71,8272,216745
72,8281,105935
73,8288,111652
74,8285,112569
75,8308,98641
76,8289,219583
77,8286,102220
78,8292,100268
79,8281,109131
80,8320,100138
81,8284,97958
82,8280,211797
83,8296,94229
84,8277,98267
85,8100,66596
86,8287,109718
87,8278,210643
88,8285,98912
89,8314,100765
90,8320,124486
91,8282,219920
92,8295,110516
93,8300,101156
94,8318,101472
95,8293,99431
96,8319,76517
97,8274,100577
98,8277,109090
99,8294,77906
100,6940,42483
101,6732,39280
102,6729,34799
103,6730,35172
104,6710,32700
105,7757,37581
106,6723,41198
107,6735,40263
108,6725,37568
109,6736,42666
110,6721,33304
111,6729,39162
112,6728,42469
113,6700,30183
114,6726,34271
115,7024,68896
116,6726,35724
117,6718,33856
118,6730,38123
119,6726,32975
120,6712,32532
121,6728,38638
122,6723,39410
123,6734,40337
124,6726,39007
125,6712,32126
126,6724,33806
127,6720,36014
128,6724,33293
129,7767,38229
130,6731,39991
131,6734,38885
132,6727,34939
133,6704,31601
134,6728,41380
135,7029,63879
136,7759,39227
137,6730,38311
138,6729,39140
139,7770,43475
140,6720,32384
141,6742,40399
142,6724,35613
143,6744,42007
144,6722,32748
145,6726,39565
146,7757,38096
147,6736,40453
148,6740,41378
149,6734,39729
150,6726,34702
151,6723,33542
152,6734,41256
153,6742,41290
154,7761,40058
155,6725,33027
156,6739,40321
157,6720,33550
158,6706,31450
159,6730,39829
160,6730,38549
161,6741,41619
162,6712,33528
163,6723,33517
164,6719,31522
165,6725,35725
166,6730,41424
167,6741,43242
168,7764,40319
169,6724,32615
170,6718,33074
171,6720,32016
172,6715,32590
173,6723,33466
174,6720,31208
175,6735,40000
176,6719,32001
177,7755,37768
178,6731,33217
179,6716,32930
180,6713,32457
181,6737,39596
182,6729,39831
183,6726,34197
184,6733,39412
185,6723,33831
186,7762,40070
187,6711,32279
188,6722,34549
189,6726,33497
190,6728,33711
191,6728,33213
192,6720,34305
193,6720,41739
194,6726,39349
195,6731,39803
196,6720,33632
197,6736,39712
198,6729,34456
199,6742,39951
200,8740,105602
201,8578,98160
202,8644,134542
203,8734,129394
204,8567,94476
205,8576,96446
206,8567,92851
207,8669,106737
208,8569,92014
209,8651,121193
210,8629,107258
211,8691,115398
212,8573,92117
213,8600,94266
214,8580,95402
215,8579,92306
216,8774,106348
217,8707,99832
218,8648,243774
219,8570,94414
220,8629,96810
221,8630,126699
222,8578,91792
223,8579,92458
224,8566,91478
225,8575,93880
226,8662,121657
227,8630,126463
228,8580,91611
229,8639,111095
230,8585,90616
231,8646,115118
232,8576,93122
233,8756,104782
234,9027,139658
235,8560,95192
236,8589,151411
237,8580,90519
238,8589,153942
239,8632,125433
240,8642,128713
241,8617,98236
242,8564,96169
243,8871,140834
244,8650,114812
245,8576,93468
246,8572,96112
247,8632,124595
248,8654,121286
249,8571,93946
250,8630,111976
251,8623,127174
252,8591,156651
253,8601,96679
254,8637,97968
255,8671,95938
256,8741,134530
257,8567,91797
258,8637,124685
259,8633,128218
260,8728,103568
261,8640,111160
262,8637,96193
263,8380,95850
264,8594,155185
265,8579,96217
266,8640,126613
267,8570,92583
268,8784,130997
269,8685,100201
270,8636,101056
271,8642,114161
272,8591,152627
273,8576,96415
274,8574,92602
275,8653,126518
276,8824,130989
277,8636,130297
278,8640,102632
279,8648,127353
280,8642,113169
281,8564,95532
282,8601,95747
283,8729,100558
284,8622,127011
285,8631,130963
286,8558,101022
287,8626,99210
288,8558,94666
289,8694,189558
290,8670,137375
291,9237,163590
292,8576,95377
293,8580,90984
294,8636,125352
295,8646,99598
296,8644,112348
297,8587,92168
298,8685,130108
299,8657,128147
400,8729,382567
401,8816,376786
402,8709,265625
403,8840,398681
404,8795,410265
405,8774,408251
406,8668,352892
407,8686,382659
408,8688,380774
409,8737,421810
410,8740,308258
411,8599,352540
412,8693,301458
413,8779,357046
414,8640,322897
415,8827,386184
416,8686,354838
417,8807,449477
418,8874,372142
419,8810,457638
420,8809,522819
421,8669,402137
422,8809,316211
423,8744,265955
424,8919,372737
425,8837,322692
426,8741,308444
427,8852,331386
428,8806,278853
429,8858,293985
430,8883,275210
431,8797,359357
432,8845,407480
433,8857,358094
434,8795,255911
435,8839,355149
436,8902,271372
437,8775,224392
438,8722,254849
439,9012,236127
440,8798,347371
441,8829,216762
442,8905,330196
443,8867,225032
444,8856,502936
445,8945,295113
446,8861,320604
447,8914,311250
448,8864,257156
449,8755,252167
450,9013,308416
451,8802,212254
452,8889,287829
453,8863,266696
454,8805,257277
455,8829,200521
456,8888,296089
457,8882,278371
458,8877,443097
459,8943,292450
460,8813,494488
461,8858,366109
462,8862,284681
463,8901,368269
464,8972,293233
465,8784,194992
466,8843,206342
467,8826,216499
468,8937,269295
469,8797,287924
470,8877,275550
471,8880,304219
472,8820,249718
473,8833,215406
474,8901,228188
475,8947,209831
476,8810,191551
477,8775,253128
478,8921,379860
479,8909,293443
480,8925,352548
481,8864,230867
482,8875,235810
483,8874,286969
484,8870,362056
485,8756,318277
486,8848,207336
487,8818,270018
488,8819,288869
489,8828,204869
490,8915,355103
491,8889,289729
492,8890,447517
493,8812,214236
494,8811,345696
495,8890,314420
496,8785,200442
497,8821,192746
498,8876,287792
499,8961,335822
500,9008,246023
501,8967,323912
502,8982,431889
503,8989,566194
504,8969,199731
505,8961,326641
506,8967,322622
507,8993,279729
508,8951,280256
509,8966,537245
510,9135,266002
511,8955,229854
512,8983,220632
513,8971,330601
514,8988,324572
515,8959,235591
516,8980,236559
517,8981,249060
518,9002,247438
519,8975,317643
520,9031,400015
521,8990,296172
522,8972,295571
523,8970,245704
524,8966,326298
525,8999,232771
526,9031,228630
527,8962,308032
528,8992,268053
529,9128,331621
530,8938,287421
531,8961,341048
532,8955,374359
533,9008,289749
534,8969,240735
535,8979,188180
536,8994,285229
537,8975,260423
538,8993,250805
539,8963,325092
540,9004,255321
541,8957,299573
542,8932,367343
543,9089,302194
544,8980,266983
545,8986,232051
546,8980,323715
547,9123,384877
548,8971,324604
549,8807,152438
550,9073,354963
551,8995,207261
552,9284,179131
553,8975,278520
554,8979,302115
555,8974,348643
556,8965,213969
557,9127,212232
558,8958,191272
559,8978,297539
560,9035,283141
561,8971,283803
562,8999,267996
563,8962,249642
564,8985,356292
565,8972,229037
566,9032,272047
567,8930,249705
568,8983,302917
569,9005,297734
570,8953,240054
571,8967,252690
572,8971,193309
573,9001,301372
574,9129,716176
575,8962,239967
576,8964,389837
577,9054,442524
578,9003,342612
579,8978,357293
580,8999,406631
581,8991,252372
582,8976,262472
583,8953,215806
584,8956,192124
585,8975,263420
586,8999,339905
587,8989,303124
588,9022,369956
589,8947,292063
590,8964,392111
591,8980,344048
592,8999,316092
593,8994,246771
594,8959,286128
595,8993,311024
596,8957,330521
597,8923,192726
598,9011,236493
599,8971,225533
300,8937,28527
301,8943,28441
302,8944,28531
303,8947,28351
304,8941,28459
305,8945,28550
306,8942,28361
307,8945,28657
308,8943,28433
309,8935,28389
310,8940,28362
311,8941,28414
312,8939,28519
313,8948,28516
314,8947,28566
315,8934,28240
316,8945,28509
317,8945,28435
318,8943,28452
319,8945,28407
320,8945,28543
321,8941,28431
322,8943,28457
323,8944,28440
324,8949,28569
325,8939,28461
326,8942,28497
327,8942,28518
328,8935,28607
329,8943,28312
330,8940,28485
331,7854,27711
332,8941,28594
333,7912,27355
334,7911,27215
335,8945,28526
336,8941,28395
337,8945,28597
338,8943,28464
339,8948,28555
340,8935,28509
341,8941,28483
342,8945,28547
343,8943,28411
344,8946,28412
345,8946,28494
346,8944,28490
347,8943,28442
348,8941,28532
349,8943,28411
350,8945,28327
351,8939,28486
352,8949,28463
353,8944,28565
354,8944,28348
